No,날짜,카테고리,제목,원문텍스트,텍스트_정제,형태소,시기구분,추천수
1900-08-24 00:00:00,2023-06-26,학사/행정,총학과 아이파크가 미친놈들인 이유,"적자가 어떻게 나는 구조냐?
올린 글과 밑에 있는 글에서 이용권이 안팔려서 전기세로 인해 적자가 났다는데 그게 말이 되는 소리냐?
작년 1학기 하루만에 종일권 다나가고, 오후 5시부터는 사람이 너무 많아서 대기시간 있었다.
작년 2학기? 마찬가지로 하루인가 이틀만에 종일권 다나가고, 정원 50명 넘어도 그냥 들어가게 바꼈다. 5시 이후부턴 항상 50명이 넘었고, 보통 60명 이상이었다.
런닝머신 점차 고장나서 결국 열 몇개중에 2개만 이용 가능해지고,
케이블 고장난거 두 학기동안 그냥 방치하고,
고정바벨 숫자 다 떨어져나간거 1년 반동안 그냥 두고,
심지어 고정바벨 40킬로 짜리는 어떻게 휜지 모르겠는데 밭일하는 할머니마냥 휘어서 손 안에서 지혼자 돌아간다.
바벨 바 휘어서 운동하다 보면 바벨 지혼자 옆으로 이동하고 있고, 심지어 스쿼트랙에 길이 안맞는 바 갖다놔서 비대칭으로 올려져있다.
스미스머신 두대있는거 두대 다 고장난거 한학기 내내 방치해서 사람들이 체념하고 케이블 한쪽 끊긴 스미스로 운동한다. 언제 반대쪽 끊겨서 다칠지 모르는데 그냥 한다고. 이 씨발아

뭐라도 했다고 생색내려고 한게 십창난 런닝머신 다 빼버리기,
그나마 제일 괜찮던 덤벨 다 버리고 ㅈ같은 굴러댕기는 지름 에바로 큰 싸구려 덤벨 가져오기?
심지어 그 넓어진 공간에 아무것도 안하고 그냥 뒀다.가뜩이나 프리웨이트존 좁은데 거기다 매트라도 깔지 그랬냐
니네 이렇게 시설보수 하나도 안하고, 근장 월급 학교에서 따로 나오고,
수돗세 예산도 나오는데 심지어 수건 코로나 끝나고 계속 안줘서 샤워실 이용하는 사람도 없고.
형광등 조명이랑 항상 늦게 켜서 불만 나오는 ㅈ같은 에어컨 두가지로 수천만원 적자가 나올만큼 전기세가 나온다고? 수천만원? 니네가 가속기 실험하냐?
총학이랑 아이파크랑 짜고 뭐 숨기려는거 같은데, 둘이 같이 횡령한거 아니야?
수천만원은 지랄 진짜 말이 안된다.
3월부터 시작해서 6월 13일 부총장 면담까지 해서 나온 결과가 3장짜리 존만이 피피티라고?
심지어 한장은 그냥 표지, 한장은 check! 이지랄하는 내용 없는거고,
나머지 한장은 계획과 장부 내놓으라니까 아잉 천천히 할게~ 이지랄,
그냥 우리가 ㅈ으로 보여서 만만한거다 이거는
저따구로 답변하는데 더 요구도 안하고 아무 전달도 안하는거는 둘다 구린구석이 있어서 합의보고 숨기는거라고 생각된다.
아니면 제발 좀 소통을 해라 개새들아. 3장짜리 공지 올리고 불타는데 닥치고 있지만 말고.",총학생회과 아이파크가 미친놈들인 이유 적자가 어떻게 나는 구조냐 올린 글과 밑에 있는 글에서 이용권이 안팔려서 전기세로 인해 적자가 났다는데 그게 말이 되는 소리냐 작년 1학기 하루만에 종일권 다나가고 오후 5시부터는 사람이 너무 많아서 대기시간 있었다 작년 2학기 마찬가지로 하루인가 이틀만에 종일권 다나가고 정원 50명 넘어도 그냥 들어가게 바꼈다 5시 이후부턴 항상 50명이 넘었고 보통 60명 이상이었다 런닝머신 점차 고장나서 결국 열 몇개중에 2개만 이용 가능해지고 케이블 고장난거 두 학기동안 그냥 방치하고 고정바벨 숫자 다 떨어져나간거 1년 반동안 그냥 두고 심지어 고정바벨 40킬로 짜리는 어떻게 휜지 모르겠는데 밭일하는 할머니마냥 휘어서 손 안에서 지혼자 돌아간다 바벨 바 휘어서 운동하다 보면 바벨 지혼자 옆으로 이동하고 있고 심지어 스쿼트랙에 길이 안맞는 바 갖다놔서 비대칭으로 올려져있다 스미스머신 두대있는거 두대 다 고장난거 한학기 내내 방치해서 사람들이 체념하고 케이블 한쪽 끊긴 스미스로 운동한다 언제 반대쪽 끊겨서 다칠지 모르는데 그냥 한다고 이 씨발아 뭐라도 했다고 생색내려고 한게 십창난 런닝머신 다 빼버리기 그나마 제일 괜찮던 덤벨 다 버리고 ㅈ같은 굴러댕기는 지름 에바로 큰 싸구려 덤벨 가져오기 심지어 그 넓어진 공간에 아무것도 안하고 그냥 뒀다 가뜩이나 프리웨이트존 좁은데 거기다 매트라도 깔지 그랬냐 니네 이렇게 시설보수 하나도 안하고 근장 월급 학교에서 따로 나오고 수돗세 예산도 나오는데 심지어 수건 코로나 끝나고 계속 안줘서 샤워실 이용하는 사람도 없고 형광등 조명이랑 항상 늦게 켜서 불만 나오는 ㅈ같은 에어컨 두가지로 수천만원 적자가 나올만큼 전기세가 나온다고 수천만원 니네가 가속기 실험하냐 총학생회이랑 아이파크랑 짜고 뭐 숨기려는거 같은데 둘이 같이 횡령한거 아니야 수천만원은 지랄 진짜 말이 안된다 3월부터 시작해서 6월 13일 부총장 면담까지 해서 나온 결과가 3장짜리 존만이 피피티라고 심지어 한장은 그냥 표지 한장은 check 이지랄하는 내용 없는거고 나머지 한장은 계획과 장부 내놓으라니까 아잉 천천히 할게 이지랄 그냥 우리가 ㅈ으로 보여서 만만한거다 이거는 저따구로 답변하는데 더 요구도 안하고 아무 전달도 안하는거는 둘다 구린구석이 있어서 합의보고 숨기는거라고 생각된다 아니면 제발 좀 소통을 해라 개새들아 3장짜리 공지 올리고 불타는데 닥치고 있지만 말고,총학생회 아이파크 미치다 이유 적자 구조 올리다 이용권 팔다 전기 세로 인하다 적자 그게 소리 작년 학기 하루 종일 다나 오후 많다 대기 작년 학기 마찬가지 하루 이틀 종일 다나 정원 넘다 들어가다 끼다 이후 항상 넘다 보통 이상 런닝머신 점차 고장 나서다 개중 이용 가능하다 케이블 장난 학기 동안 방치 고정 바벨 숫자 떨어지다 나가다 동안 두다 심지어 고정 바벨 킬로 짜다 밭일 할머니 마냥 혼자 돌아가다 바벨 운동 바벨 혼자 이동 심지어 스쿼트 길이 갖다 놓다 대칭 올리다 스미스 머신 두다 장난 학기 내내 방치 체념하다 케이블 한쪽 끊다 스미스 운동 언제 반대쪽 끊기다 다치다 씨발 뭐라다 생색 려고 런닝머신 버리다 제일 괜찮다 덤벨 버리다 구르다 댕기 지름 에바 크다 싸구려 덤벨 가져오다 심지어 넓어지다 공간 두다 가뜩이나 프리웨이 트존 좁다 매트 깔다 그렇다 시설 보수 월급 돗세 예산 심지어 수건 코로나 끝나다 계속 샤워실 이용 형광등 조명 항상 늦다 켜다 불만 에어컨 가지 만원 적자 기세 만원 가속 실험 총학생회 아이파크 짜다 숨다 횡령 만원 지랄 시작 부총 면담 결과 짜다 피피티 심지어 한장 표지 한장 지랄 내용 나머지 한장 계획 장부 내놓다 지랄 만만하다 따다 답변 요구 아무 전달 두다 구리다 구석 합의 보고 숨기다 제발 소통 개새 짜다 공지 올리다 불타다 닥치고,평소,1900
1900-08-25 00:00:00,2023-06-24,학사/행정,지금 당장 장부 갖고와라,"사람수가 적어서 수천만원 적자?
작년에도 피크타임에 60명씩 꽉꽉 들어차서 ㅈㄴ 빡셌는데 뭔 개소리 하고 앉아있냐?
니들이 시설 보수를 해 뭐를 해?
청소업체도 안부르고 근장 시키고
전기세 수도세 전부 예산 나오는데 어디로 돈이 빠져나가면 그 ㅈㄹ이 나냐?
장부 ㅈㄴ 더러워서 공개하면 빼박 횡령으로 모가지여서 다같이 숨기는거라고 밖에 생각이 안된다
당장 장부 공개해라",지금 당장 장부 갖고와라 사람수가 적어서 수천만원 적자 작년에도 피크타임에 60명씩 꽉꽉 들어차서 존나 빡셌는데 뭔 개소리 하고 앉아있냐 니들이 시설 보수를 해 뭐를 해 청소업체도 안부르고 근장 시키고 전기세 수도세 전부 예산 나오는데 어디로 돈이 빠져나가면 그 지랄이 나냐 장부 존나 더러워서 공개하면 빼박 횡령으로 모가지여서 다같이 숨기는거라고 밖에 생각이 안된다 당장 장부 공개해라,지금 당장 장부 갖다 수가 적다 만원 적자 작년 피크타임 차서 존나 세다 소리 앉다 시설 보수 청소 업체 부르다 시키다 기세 도세 전부 예산 빠져나가다 지랄 장부 존나 더럽다 공개 빼박 횡령 모가지 숨기다 당장 장부 공개,평소,1900
1900-08-26 00:00:00,2023-04-11,학사/행정,진짜 이학교 학생들 윤리 의식이 없나,"수업 끝나고 우산 찾으러 모든 시간대 우산 보러갔는데 하나도 없는거 실화?
간수 못한게 죄라고? 점유물 이탈물 횡령죄
모르냐?",진짜 이학교 학생들 윤리 의식이 없나 수업 끝나고 우산 찾으러 모든 시간대 우산 보러갔는데 하나도 없는거 실화 간수 못한게 죄라고 점유물 이탈물 횡령죄 모르냐,학생 윤리 의식 수업 끝나다 우산 찾다 모든 시간대 우산 실화 간수 유물 이탈 횡령죄,시험기간,1900
1900-08-27 00:00:00,2026-02-04,학사/행정,아니 시발 현장실습생 문자는 존나게오는데,"내 과는 뽑는 대상이 아님;;
이럴거면 보내지마라 누구 놀리나",아니 시발 현장실습생 문자는 존나게오는데 내 과는 뽑는 대상이 아님 이럴거면 보내지마라 누구 놀리나,시발 현장 실습생 문자 존나 뽑다 대상 이렇다 보내다 누구 놀리다,평소,0
1900-08-28 00:00:00,2025-11-25,학사/행정,세종현장실습센터,문자 계속 오는데 적당히좀 해야지 내 전공도 아닌데 계솟 보내고 전화번호도 돌려가면서 보내고 이거 어디에 항의 해야하냐,세종현장실습센터 문자 계속 오는데 적당히좀 해야지 내 전공도 아닌데 계솟 보내고 전화번호도 돌려가면서 보내고 이거 어디에 항의 해야하냐,현장 실습 센터 문자 계속 적당하다 전공 솟다 보내다 전화번호 돌리다 보내다 항의,평소,0
1900-08-29 00:00:00,2025-10-28,학사/행정,이정도면 학교에서,학생 개개인한테 문자 못 보내게 해야 하는 거 아니냐?,이정도면 학교에서 학생 개개인한테 문자 못 보내게 해야 하는 거 아니냐,정도 학생 개개인 문자 보내다,시험기간,1900
1900-08-30 00:00:00,2025-10-27,학사/행정,이게 스팸이 아니면 뭐임,전화번호 여러개로 문자보내는거봐라 ㅋㅋ,이게 스팸이 아니면 뭐임 전화번호 여러개로 문자보내는거봐라,스팸 뭐임 전화번호 문자 보내다,시험기간,1900
1900-08-31 00:00:00,2025-08-01,학사/행정,크아악 현장실습 문자 그만보내라,알겠다고 알겠다고,크아악 현장실습 문자 그만보내라 알겠다고 알겠다고,크아 현장 실습 문자 보내다,평소,1900
1900-09-01 00:00:00,2026-04-11,학사/행정,다음주 월요일이 예비군인데 안내문자가 없네,"카톡으로 병무청에서 온건 있는데
학교에서 셔틀안내 같은게 없음 뭐냐 ㅋㅋㅋ",다음주 월요일이 예비군인데 안내문자가 없네 카톡으로 병무청에서 온건 있는데 학교에서 셔틀안내 같은게 없음 뭐냐 ㅋ,다음주 월요일 예비군 안내 문자 카톡 병무청 온건 셔틀 안내,시험기간,0
1900-09-02 00:00:00,2025-12-05,학사/행정,예비역회장 없어도,"일정 문자로도 쏴주고 현수막도 한학기 내내 걸어둔다
버스도 병무행정팀에서 해주고
간식행사도 국방부 예산 받아서 병무행정팀에서 하는 사업이고
군복도 예비역회 재산 아니고 학생군사교육단 재산이다

예비역회는 다른 행정팀에서 하는거 카드뉴스에 본인들 이름 찍어내며 실적인 것마냥 가스라이팅하고 장학금 처먹는 것도 모자라 투표 안하면 이 혜택 못누린다고 거짓선동ㅋㅋ

예비역들 문자 열어봐
예비역회에서 문자 보낸거 있는지 ㅋㅋ
병무행정팀, 예비군연대장 동대장들이 보낸거다

하는거라곤 순찰이랍시고 학과 학생회 인원들 동원하고 (14학번 선배왈 총예비역회가 하던거 학과에서 도와주던 개념이었는데 코로나 이후로 언제부턴가 학과별 순찰이 당연한 것처럼 한다고 함) 남들 행사사업 카드뉴스에 지들 이름 찍어대는 장학금 강도들이 무슨 투표타령",예비역회장 없어도 일정 문자로도 쏴주고 현수막도 한학기 내내 걸어둔다 버스도 병무행정팀에서 해주고 간식행사도 국방부 예산 받아서 병무행정팀에서 하는 사업이고 군복도 예비역회 재산 아니고 학생군사교육단 재산이다 예비역회는 다른 행정팀에서 하는거 카드뉴스에 본인들 이름 찍어내며 실적인 것마냥 가스라이팅하고 장학금 처먹는 것도 모자라 투표 안하면 이 혜택 못누린다고 거짓선동 예비역들 문자 열어봐 예비역회에서 문자 보낸거 있는지 병무행정팀 예비군연대장 동대장들이 보낸거다 하는거라곤 순찰이랍시고 학과 학생회 인원들 동원하고 14학번 선배왈 총예비역회가 하던거 학과에서 도와주던 개념이었는데 코로나 이후로 언제부턴가 학과별 순찰이 당연한 것처럼 한다고 함 남들 행사사업 카드뉴스에 지들 이름 찍어대는 장학금 강도들이 무슨 투표타령,예비역 회장 일정 자로 쏘다 현수막 학기 내내 걸다 두다 버스 병무 행정 간식 행사 국방부 예산 병무 행정 사업 군복 예비역 재산 학생군사교육단 재산 예비역 다른 행정 카드 뉴스 본인 이름 찍어내다 실적 마냥 가스 장학금 모자라 투표 혜택 누리다 거짓 선동 예비역 문자 열다 예비역 문자 보내다 병무 행정 예비군 연대장 대장 보내다 순찰 랍시고 학과 학생회 인원 동원 학번 선배 예비역 학과 도와주다 개념 코로나 이후 언제 학과 순찰 당연하다 행사 사업 카드 뉴스 지다 이름 찍다 대다 장학금 강도 무슨 투표 타령,시험기간,1900
